id,date,retweets,source,author,likes,text,twitter_name,location,verified,followers,friends,polarity,subjectivity,1st review,2nd review,3rd review,sympathy?,"Hidden * change to 'hide' to hide verdict, helpful to avoid biases while reviewing"
114040486,03-05-2020 14:07,32,Twitter Web App,Mark Z. Jacobson,55,Yes Climate Change Did Influence Australias Unprecedented BushfiresSuch an extreme fire season is at least 30 percent more likely because of global warming a new analysis finds sciam,mzjacobson,Stanford University,FALSE,27990,243,0.115909091,0.607792208,pro,pro,pro,positive,
48075643,03-04-2020 18:29,14,Twitter Web App,Coral Davenport,30,Researchers have found that humancaused climate change had an impact on Australias recent devastating wildfiresmaking the extremely highrisk conditions that led to widespread burning at least 30 percent more likely than in a world without global warming via henryfountain,CoralMDavenport,,TRUE,53399,3576,-0.132142857,0.592857143,neutral,pro,pro,positive,
421725604,03-04-2020 05:47,0,Twitter Web Client,Keyboard Justin,0,women environment united nations global warming climate change,keyboardjustin,India,FALSE,132,154,0,0,neutral,neutral,neutral,neutral,
22996639,03-04-2020 04:09,0,Twitter Web Client,Johnny Robish,0,Study Finds Half of Worlds Beaches Will Disappear by 2100 globalwarming climatechange oceans satire comedy humor jokes,johnnyrobish,"Woodland Hills, Los Angeles",FALSE,291,260,-0.166666667,0.166666667,anti,pro,pro,positive,*verified the study
101193997,03-03-2020 14:46,8,Twitter Web App,"Brad Rush (CAGW skeptic, fiscal conservative)",30,WBrettWilson nationalpost The basic assumption on which the entire theory that human activity is causing global warming or climate change is wrongIn every record of temperature amp CO2 the temp changes firstTim BallClimate,OtagoGrad,"Calgary, AB",FALSE,4192,4654,0,0.2125,anti,neutral,anti,negative,
394327370,03-03-2020 14:38,0,Twitter for iPhone,mrs.smith,0,Meet The 19YearOld AntiGreta Who Warns Thunbergs Alarmism Must Be Stopped The Global Warming Policy Forum GWPF Climate change is an issue to be tacked but climate hysteria and ecological terrorism is only polarizing Canadians climate,mrs_smith_cnd,,FALSE,258,622,0.133333333,0.533333333,anti,neutral,anti,negative,
99122519,03-02-2020 21:05,0,Twitter for iPhone,Graham Sinclair,2,nytclimate A dream of the climate denier antiscience privilegecemented lobbyist type Just a dream to have a human posting this in 2017 two years after ParisAgreement and fully 40 years AFTER ExxonMobil own scientists mapped fossilfuel climate change global warming scenario ESG,esgarchitect,Vermont.South Africa.Mainline,FALSE,6709,7271,0.2,0.366666667,neutral,pro,neutral,neutral,
154266844,03-02-2020 08:51,0,Twitter Web App,"Tom Gillispie, WRITER/EDITOR",0,science The 11TH HOUR FOR THE EARTH climate change climatechange GlobalWarming global warming,SptsGuy1,"Rural Hall, NC",FALSE,2281,2155,0,0,pro,pro,pro,positive,
1381768393,03-01-2020 16:37,0,Spreaker,Peter Timothy Cooper,1,New Podcast Is Greta Thunberg right about Climate Change on Spreaker bears change climate climatechange global globalwarming greta gretathunberg icecapmelting melting naomiseibt polar polarbears seibt thunberg warming,withPeterCooper,,FALSE,339,1386,0.084686147,0.310064935,neutral,neutral,neutral,neutral,
9.15E+17,03-01-2020 16:19,0,Twitter Web App,Affiinfinity,3,Now 5 years later I know that this battle is mine too I am here and I am informed where do I go where do I start because I am not proud of the environment I live around global warming climate change Africa South Africa environment,CartezChilwane,South Africa,FALSE,5,29,-0.065909091,0.375,pro,pro,pro,positive,
553060761,03-01-2020 07:34,6,Twitter Web App,Global Warming Times,7,Global Warming Times British ski resort to close because of climate change skiing climate UK globalwarming,globalwarmingt,Global warming news,FALSE,11531,10580,0,0,news,neutral,neutral,neutral,
43820750,02-29-2020 21:44,50,Twitter Web App,hepburn wind,157,Great having 180 people at Hepburn Wind making a human sign to keep global warming below lt15 CCommunities across the state are already feeling the impacts of climate change Now is the time to cut our emissions,hepburnwind,hepburn shire,FALSE,3577,627,0.266666667,0.283333333,pro,pro,pro,positive,
48383145,02-29-2020 05:58,2,Twitter for iPhone,inspiration,1,THIS IS AN EMERGENCYGretaThunberg addresses a crowd of tens of thousands in Bristol prior to marching for climate change awareness march rightnow ecology environment weather floods storm ciara dennis jorge global warming emergency,arbolioto,"Westminster, London.",FALSE,2267,1982,0,0,pro,pro,pro,positive,
1.09E+18,02-28-2020 23:16,1,Twitter Web App,ken montler,2,Scientific indicators industry must offset warming climate across a multitude of continuous incremental changes CO2 levels in atmosphere Ocean heat content Global sea level rise Each creeps up year after year fuelled by humancaused emissions,MontlerKen,"Camas, WA",FALSE,87,547,0,0,pro,pro,pro,positive,
4445498741,02-28-2020 01:17,0,Twitter for iPhone,Tricia Wingate,0,MsAvaArmstrong Climate has always changed Will always change Helped form earth That is why they dropped global warming tag,PatriciaAHenso1,"Cabot, AR",FALSE,9097,6718,0,0,anti,anti,anti,negative,
2504624659,02-24-2020 04:14,0,Twitter Web App,Frank Sotzik,0,I think that rather than harass world leaders to reduce global warming cheaper energy technology can do it but change should happen slowly enough to avoid economic collapse and possible resulting war and starvation climate energy EnergyStorage hydrogen peace wordsbyfrank,WordsByFrank,"Perth, Western Australia",FALSE,4329,4940,0.05,0.425,pro,pro,pro,positive,
213367093,02-23-2020 14:10,2,Hootsuite Inc.,Safe Climate Campaign,0,Climate change is not only expected to affect the amount of available water but it will also impact the timing at which that water is delivered or naturally storedABaileyLocke WBUR Fight Global Warming Demand CleanerCars,safe_climate,"Washington, DC",FALSE,1732,700,0.08,0.44,pro,pro,pro,positive,
59916705,02-22-2020 23:37,0,Twitter Web App,Concerned #CANZUK 🇬🇧🇳🇿🇨🇦🇦🇺,0,BBCPropaganda Maybe an influenza like the Spanishflu is desired that killed 50 million people that should reduce the global warming the climate change that the planets been experiences for the last 100 million years seems odd dose it not start of the 2020,READY2MIX,,FALSE,737,1784,-0.091666667,0.079166667,anti,anti,anti,negative,
7.80E+17,02-22-2020 14:38,0,Twitter for iPhone,P K Singh,0,Climate ChangeGlobal WarmingClimate Emergency Can Carbon rationing help fight climate change Finland has plans to be carbon neutral by 2035 City has already halved its carbon emission since 1990CityCap app funded by EU to tell you your carbon foot print,pksinghcit,"New Delhi, India",FALSE,34,11,0,0,pro,pro,pro,positive,
33383836,02-20-2020 19:29,0,Twitter Web Client,J Freeman ✝️🇺🇸🇮🇱❤️⚔️,0,The Global Warming Song globalwarming climatechange globalcooling global environment climate change funny via YouTube,MetaJonathan,Some austere location,FALSE,3008,4261,0.083333333,0.333333333,neutral,anti,neutral,neutral,
1435693218,02-20-2020 13:07,0,Twitter for Android,Rhonda Moore,1,In 1994 Smol and his team started talking about climate warming well before it became an issue of global preoccupation We never thought we would see this much change in our lifetime queensu ottawaeggheads,R_mmoore,"mostly Ottawa, Ontario",FALSE,950,1446,0.1,0.1,news,pro,pro,positive,
1.21E+18,02-20-2020 11:20,0,Twitter Web App,Gravelax,1,OwenPaterson Telegraph Working to reduce global warming and climate change might be an idea alsoClimateChange climate GlobalWarming flooding,Gravelax3,,FALSE,87,166,0,0,neutral,pro,pro,positive,
3235673716,02-20-2020 11:01,0,Hootsuite Inc.,The Geology Shop,1,New into London Climate Change a Ladybird Expert Book The 3 authors including Prince Charles delve into the history challenges amp dangers of global warming and some potential solutions to reduce it It has some lovely illustrations BritGeoSurvey PenguinUKBooks Climate,geologyshop,"Keyworth, London, Edinburgh",FALSE,1985,467,0.159090909,0.551136364,neutral,pro,pro,positive,
3081725823,02-19-2020 23:55,0,MonkeyViral Auto Post,Official Page of MonkeyViral.com,0,Climate change How 15C degrees of global warming could change the world now trending on Monkey Viral,monkey_viral,Globe & Beyond,FALSE,3751,710,-0.025,0,pro,pro,pro,positive,
127564069,02-19-2020 23:47,0,Twitter Web Client,Mockingbird101,1,CFigueres and tomcarnac believe that the Climate protests and youth Strikes seen around the world in recent months will eventually lead to the kind of fundamental change needed to limit global warming,IM_ebg,,FALSE,2150,2069,0.2,0.383333333,pro,pro,pro,positive,
2998770464,02-18-2020 20:54,0,Twitter Web App,Colin Robinson,0,imsuzn Of course CO2 is a nutrient Its also a greenhouse gas Global warming changes rainfall patterns causing droughts and fires which kill plants and animals Climate ClimateEmergency ClimateAction KnowledgeIsPower,colinofferment,,FALSE,20,39,0,0,neutral,pro,neutral,neutral,
1.21E+18,02-18-2020 05:14,0,Twitter Web App,Elias Banda,0,Who is to blame about climate change or global warming climate alert Zambia,EliasBa57352478,,FALSE,0,112,0,0,anti,neutral,neutral,neutral,
54710888,02-18-2020 00:25,1,Twitter Web App,An American Patriot,1,Even foxnews is starting to report some of the TRUTH about Climate ChangePS Not canWILL If humans thanks to our shortsightedness amp greed dont do something about global warming it will cost us MUCH more than it would have to stop it,Newsericks,"Washington, DC & PA",FALSE,3490,5000,0.175,0.2,pro,pro,pro,positive,
8.84E+17,02-17-2020 16:31,12,Twitter Web App,Global Pact for the Environment 🌍,16,Whats the difference between ClimateChange amp GlobalWarming Global warming refers to the longterm warming of the Climate change refers to the broader range of changes that are happening to our eg sea level rise due to the warming,PactEnvironment,Planet Earth,FALSE,4266,2282,-0.0625,0.1875,neutral,neutral,neutral,neutral,
3317955048,02-17-2020 15:30,0,MeetEdgar,The Quad Magazine,0,Really Just 12 years before the planet goes kaput due to climate change Read our profile of 10 anthropogenic global warming proponents and five skeptics and decide for yourself C02 climate,TheQuadMag,"Georgetown, KY",FALSE,184,548,0.025,0.191666667,news,pro,news,positive,
3381851595,02-17-2020 10:19,0,Twitter Web App,Denis McAllister #Always_a_European,0,I think that this is total madness The shortage of snow is probably the result of global warming This is like trying to do extinguish a fire with a bucket of oilClimate Change CarbonFootprint,Denis_of_Lymm,"Lymm, Cheshire",FALSE,338,441,0,0.375,pro,pro,pro,positive,
21769361,02-17-2020 01:52,0,Instagram,STEⓋE BOZIC,0,vegan climate change global warming carbon protest dog cat car,STEVE_BOZIC,"ÜT: 43.863963,-79.749634",FALSE,478,738,0,0,neutral,neutral,neutral,neutral,
1.08E+18,02-16-2020 18:01,0,Twitter Web App,EthicalRenewal,1,Climate Change Feedback Loop 5 WarGlobal warming will cause resource wars between nations wars which will damage environments and increase global warming The impacts of further warming may then cause further war adding to environmental damage and warming1725climate,EthicalRenewal,Universal,FALSE,6779,6963,0,0.333333333,pro,pro,pro,positive,
1.08E+18,02-16-2020 18:01,0,Twitter Web App,EthicalRenewal,1,Climate Change Feedback Loop 2 MethaneMethane is nasty stuff Released by the melting permafrost it contributes powerfully to global warming so we warm quicker so more permafrost melts so more methane is releasedYou get the picture1325ClimateChange Climate,EthicalRenewal,Universal,FALSE,6779,6963,0.12,0.52,pro,pro,pro,positive,
1.08E+18,02-15-2020 12:39,0,Twitter Web App,EthicalRenewal,0,CGTNOfficial Climate Change Feedback Loop 5 WarGlobal warming will cause resource wars between nations wars which will damage environments and increase global warming The impacts of further warming may then cause further war adding to environmental damage and warming1725climate,EthicalRenewal,Universal,FALSE,6779,6963,0,0.333333333,pro,pro,pro,positive,
1.08E+18,02-15-2020 12:33,0,Twitter Web App,EthicalRenewal,1,CGTNOfficial Climate Change Feedback Loop 2 MethaneMethane released by the melting permafrost contributes powerfully to global warming so we warm quicker so more permafrost melts so more methane is released1325ClimateChange ClimateEmergency ClimateActionNow Climate,EthicalRenewal,Universal,FALSE,6779,6963,0.4,0.4,pro,pro,pro,positive,
1.08E+18,02-15-2020 12:33,4,Twitter Web App,EthicalRenewal,4,Climate Change Feedback Loop 2 MethaneMethane released by the melting permafrost contributes powerfully to global warming so we warm quicker so more permafrost melts so more methane is released1325ClimateChange ClimateEmergency ClimateActionNow Climate,EthicalRenewal,Universal,FALSE,6779,6963,0.4,0.4,pro,pro,pro,positive,
2976338879,02-15-2020 09:41,0,Twitter for iPad,UNESCO Botswana 👉🏾 follow for updates on the #UN,1,What is the difference between climate change amp global warming Global warming the planets longterm warming Climate change global warming a broader range of changes that are happening to our planet due to global warming Learn more,UNESCO_BW,Botswana,FALSE,10097,1240,0.0625,0.145833333,neutral,neutral,neutral,neutral,
540015129,02-15-2020 08:07,0,Twitter for Android,Azhaguvisagan K,0,20 environment sea global warming climate change tamilnadu government,azhaguvisagan,"Chennai, India",FALSE,297,1118,0,0,neutral,neutral,neutral,neutral,
1935055824,02-11-2020 00:45,0,TweetDeck,Stephan Revier,0,Climate 2020 Elizabeth Warren It is a shame that our World is getting more and more polluted and Global Warming and Climate Change is a horrible danger to all of us Time is running out we must act now Stephan R Green Peace USA,Rjs677Stephan,,FALSE,15,98,-0.04,0.46,pro,pro,pro,positive,
18100640,02-10-2020 16:44,2,Twitter Web Client,ruthschuster,0,Sea urchins decimated by double whammy in East Mediterranean Global warming climate change Oceanwarming urchins,ruthschuster,Tel Aviv,FALSE,283,230,0,0,news,pro,news,positive,
30710984,02-10-2020 00:25,1,Twitter Web App,RealCoastalWarriors,0,Recordbreaking heat in Antarctica prompts new concerns about climate change New concerns about global warming after recordbreaking heat in Antarctica,RealCoastal,Real Coastal Warriors - USA,FALSE,2119,3508,0.090909091,0.303030303,pro,pro,pro,positive,
30710984,02-10-2020 00:21,0,Twitter Web App,RealCoastalWarriors,0,Recordbreaking heat in Antarctica prompts new concerns about climate change New concerns about global warming after recordbreaking heat in Antarctica Scientist say it is among the fastest warming regions on Earth,RealCoastal,Real Coastal Warriors - USA,FALSE,2119,3508,0.090909091,0.303030303,pro,pro,pro,positive,
1.13E+18,02-09-2020 22:05,1,Twitter for iPhone,A.J. Herald 📚🤔✍🏻 🌏,2,A FreeBook I shared on LinkedIn I used storytelling and fictional characterizations to describe a possible secondary cause to global warming and climate change freedownload writingcommunity ebook ajherald author cnn nyt potus free learn,aj_herald2,Planet Earth,FALSE,910,2282,0.02,0.47,news,pro,pro,positive,
1.04E+18,02-08-2020 16:50,0,Twitter Web App,Dave Wilburn,0,I can hardly stand the number of people that have been brainwashed to believe in anthropogenic global warming aka Climate Change Its the one issue that POTUS has not hit headon wisely since it is so polarizing BHO did a number with his settled science claim Climate,Burnman11,"Rock Hill, SC",FALSE,1633,1312,0.136111111,0.480555556,anti,anti,anti,negative,
1331133278,02-08-2020 08:06,0,IFTTT,POPapers,0,Climate JC Changes in Convective Available Potential Energy and Convective Inhibition under Global Warming,geomatlab,,FALSE,734,60,0.133333333,0.466666667,neutral,pro,neutral,neutral,
279977439,02-06-2020 13:02,1,Twitter Web Client,Hafiz Ullah,8,My Entry for Climate ChangeGlobal Warming Writing Contest by upmewhale climate warming writing posh steem,hafizdhaka,"Dhaka, Bangladesh",FALSE,1017,666,0,0,neutral,neutral,neutral,neutral,
1331133278,02-06-2020 10:32,0,IFTTT,POPapers,0,Climate NPG Impacts of climate change on tropical cyclones and induced storm surges in the Pearl River Delta region using pseudoglobalwarming method,geomatlab,,FALSE,734,60,0,0,news,pro,news,positive,
1505724420,02-05-2020 18:59,3,Twitter for iPhone,Marc R. Pacheco,4,Happening NowThe Senate Committee on Global Warming amp Climate Change is hosting an oversight hearing in Hearing Room A1 to discuss the latest MassINCPolling climate report Join us now to learn more from SKoczela amp Maeve Duggan about the groups key findings mapoli,MarcRPacheco,"Taunton, MA / Boston, MA",FALSE,3407,682,0.25,0.6,news,pro,news,positive,
7.80E+17,02-05-2020 16:43,0,Twitter for iPhone,P K Singh,0,Climate Emergency Climate ChangeGlobal WarmingClimate Activist Antarctica is melting A climate activist swimming under Antarctica iceCan you imagine the enthusiasm of the activist Become a climate activist,pksinghcit,"New Delhi, India",FALSE,34,11,0,0,pro,pro,pro,positive,
7.80E+17,02-04-2020 15:39,0,Twitter for iPhone,P K Singh,0,Climate Emergency Climate ChangeGlobal warmingSpekboomSpekboom a low maintenance shrub which acts as a carbon sinkCarbon sequestration is 154 tonnes of CO2 per hectare per yearSouth Africa going for carpet planting of this shrub under UN initiative,pksinghcit,"New Delhi, India",FALSE,34,11,0,0.3,neutral,pro,pro,positive,
1.18E+18,02-03-2020 18:45,0,Spreaker,The Radical Center,0,New Podcast Climate Change Or Global Warming on Spreaker biden bowl brexit burger change climate clinton coronavirus cruz donald global gop impeachment impossible king mcconnell pelosi super trump warming,ARadicalCenter,,FALSE,7,18,-0.039393939,0.424242424,neutral,neutral,neutral,neutral,
21769361,02-03-2020 15:09,0,Twitter for iPhone,STEⓋE BOZIC,0,I used to be an environmentalist whos standard of value was doing the least amount of harm to the planet but that was before I read The Moral Case of Fossil Fuels and my eyes were opened Now my standard of value is human flourishing warming climate global change,STEVE_BOZIC,"ÜT: 43.863963,-79.749634",FALSE,478,738,-0.05,0.125,anti,neutral,neutral,neutral,
3242754606,02-03-2020 04:46,0,WordPress.com,Ajay Singh,1,Top 10 Major Causes of Global Warming that changes climate of World,ajaysinghceia,Lucknow,FALSE,3,66,0.1875,0.333333333,news,pro,pro,positive,
1.20E+18,02-02-2020 20:35,1,Twitter for iPhone,♦️⭕️🔴NICK🔴⭕️♦️,1,Climate Change Is Real To all the people who deny the science and clear evidence that global warming and climate change is real take a look at the world and the evidence of it and rethink your ignorance ClimateChangeIsReal ClimateEmergency climate GlobalWarming,bove888,NJ,FALSE,673,2430,0.125,0.245833333,pro,pro,pro,positive,
77254498,02-01-2020 13:44,2,Twitter Web App,Graham Chivers 🌎,1,As our planet gets greener plants are slowing global warming Q Will acidic oceans impact biological response to climate changeClimate ClimateAction ClimateEmergency Nature SciComm Complexity CdnPoli ClimateStrike Math Physics STEMinist,deepgreendesign,Harvey Bank NB 🇨🇦 🌎,FALSE,8398,5890,0,0,neutral,pro,pro,positive,
1947200323,02-01-2020 10:00,0,Hootsuite Inc.,UIT Cambridge,0,The government has pledged over 1 million to tackle food waste FoodWaste is a huge contributor to global warming and our forthcoming title Food and Climate Change without the hot air will look at this in detail faccwtha sarahbridle,uitbooks,Cambridge,FALSE,255,581,0.1125,0.4375,news,pro,news,positive,
7.40E+17,01-31-2020 15:50,0,Hootsuite Inc.,Haritaevi,0,The scope of the measures taken against global warming and climate change we celebrate DHMI for AIRPORT PROJECT CARBON launched in Turkeys all airportsDHMIaviation climate dhmikurumsal,haritaevi,MAIDAN Ankara,FALSE,69,168,0,0,pro,pro,pro,positive,
1.19E+18,01-31-2020 15:31,1,Twitter Web App,Wira- (@wira8788) Ilove❤STEEM,6,Upmewhale Writing Contest Global Warming and Climate Change What Can Be DoneMy entri contest upmewhaleselfpowerclimatechangeglobalwarmingGoGreen Steem Ilovesteem,Wira85793333,,FALSE,183,208,0,0,neutral,pro,pro,positive,
8.49E+17,01-30-2020 15:47,0,Twitter for Android,Tech Explorist,0,Did you knowtechexplorist climate researchers detect fingerprint global warming daily weather level observations amending long established paradigm change,TechExplorist,India,FALSE,793,250,-0.016666667,0.133333333,neutral,neutral,neutral,neutral,
211972989,01-30-2020 14:28,1,Twitter Web App,Johns Hopkins CCP,2,Dr Ecotone2 of CCYale sat down with GretchenMarg to talk about Americans perceptions of the climate crisis Leiserowitz emphasized the importance of communicating about climate change differently for each audience in Global Warmings Six Americas,JohnsHopkinsCCP,"Baltimore, MD",TRUE,10052,2250,-0.051851852,0.296296296,neutral,pro,pro,positive,
610076827,01-30-2020 03:48,27,Twitter Web Client,Chris Fox,37,Fed has a role in combating climate change risk Powell says US Federal Reserve Chair Jerome Powell said on Wednesday the Fed can play a part in keeping global warming from destabilizing US banks and financial markets via Reuters,ChristopherNFox,"Boston, MA",FALSE,18451,15267,0,,news,pro,news,positive,
217652028,01-29-2020 12:53,0,Instagram,Malindo Andhi S. M.,0,Climate ChangeI have known and discussed about climate change global warming and sustainable development for many years but this place is the first time I really realize that it is so real The ice is,MalindoAndhi,Jakarta,FALSE,333,626,0.23,0.266666667,pro,pro,pro,positive,
4727255862,01-29-2020 11:42,0,Twitter Web Client,S m. balamurugan,0,united nations Greta Thunberg environment global warming climate change,Smbalamurugan2,"Kumbakonam, India",FALSE,25,173,0,0,neutral,neutral,neutral,neutral,
8.72E+17,01-29-2020 06:15,9,Twitter Web App,David Jensen,30,Im guessing the argument will be that global warmingclimate change makes arsonists light firesGlobalWarming ClimateEmergency ClimateCrisis climate Carbongate ClimateDepot ClimateAudit Carbongate RossMcKitrick,RealDavidJensen,"Vancouver, British Columbia",FALSE,7117,770,0.2,0.35,anti,anti,anti,negative,
80876593,01-28-2020 07:18,3,TweetDeck,Laurie Goering,4,Why act now on climate change Global warming of 4C would threaten up to 85 of the worlds winegrowing regions not to mention a whole lot else climate wine France Germany Australia NewZealand California Italy Spain,lauriegoering,London,FALSE,3295,323,0.1,0.2,pro,pro,pro,positive,
9.24E+17,01-27-2020 13:29,0,Twitter Web App,Net Zero APPG,0,Councils are ahead of the game on global warming but need urgent capital funding to drive change says Solaces new environment and climate change spokesperson lgcplus,NetZeroAPPG,"London, England",FALSE,826,650,-0.087878788,0.284848485,pro,pro,pro,positive,
194830881,01-27-2020 10:59,0,Twitter Web Client,Javier Naveda,0,invite you to know the best community of original creators of content that rewards you You will not regretBeyond climate change global warming Whats behind Steemit steem Steemit oc posh selfpower climatechange,jnavedan,Venezuela,FALSE,74,39,0.24375,0.4375,pro,neutral,neutral,neutral,
1381768393,01-27-2020 09:16,1,Spreaker,Peter Timothy Cooper,0,New Podcast Is eating meat bad for you and the environment on Spreaker change climate davos global greta huffpost meat thunberg vegan warming,withPeterCooper,,FALSE,339,1386,-0.187878788,0.373737374,neutral,neutral,neutral,neutral,
209311997,01-27-2020 00:18,0,Twitter Web App,She Fought For America 🇺🇸 (Some Knucklehead),3,BrianDeCesare ibrahimpols Do scientists agree on climate changeYes the vast majority of actively publishing climate scientists 97 percent agree that humans are causing global warming and climate changeClimateAction,TheBoltUpright,🌴  🗿🌴    🌛,FALSE,2427,5002,-0.044444444,0.533333333,pro,pro,pro,positive,
1.07E+18,01-25-2020 22:25,0,Twitter Web App,Stoner Cook,0,Nobody making money from fossil fuels is doing anything climate change global warming,take_n_stock,New York,FALSE,62,338,0,0,anti,neutral,neutral,neutral,
7.80E+17,01-25-2020 02:12,0,Twitter for iPhone,P K Singh,0,Climate Emergency Climate ChangeGlobal Warming Wars fuels Climate Change Climate Change fuels Wars Continuous Cycle Is Non Violence the solution to Climate Change,pksinghcit,"New Delhi, India",FALSE,34,11,0,0,neutral,pro,neutral,neutral,
101193997,01-25-2020 01:04,24,Twitter Web Client,"Brad Rush (CAGW skeptic, fiscal conservative)",18,Tim Ball Evidence Proves That CO2 Is Not A Greenhouse Gas The basic assumption on which the entire theory that human activity is causing global warming or climate change is wrongIn every record of temperature amp CO2 the temp changes firstclimate,OtagoGrad,"Calgary, AB",FALSE,4192,4654,0.06,0.17,anti,neutral,anti,negative,
3345113480,01-24-2020 21:58,6,Twitter for iPad,Ngara Institute,2,Australian business leaders increasingly worried climate change will hit bottom lines IMF warns global warming is now a major financial risk amp the worlds top central bank says the RBA could be forced into rescuing the economy amp the environment v smh,ngarainstitute,"Byron Shire, New South Wales",FALSE,2078,4874,0.0375,0.207142857,pro,pro,pro,positive,
1.21E+18,01-24-2020 16:07,0,Twitter for Android,EVANS MUTAVI,0,Great Discussion between HRH CharlesHRH amp GretaThunberg in DavosBoth agreed that climate change global warming amp HE realDonaldTrump are the greatest threats humanity has ever faced ChrisMEnder lizwathuti UNEP UNEPAfrica WhiteHouse CAH ClimateAction climate,EVANSMUTAVI2,"Geneva, Switzerland",FALSE,41,5,0.6,0.583333333,pro,pro,pro,positive,
39663744,01-24-2020 02:52,0,Twitter for iPhone,Shawn Lansing,1,Blended fuels with high black carbon emissions would undermine IMO attempt at tackling shippings contribution to climate crisis and would seriously aggravate global efforts to combat climate change in general and warming in Arctic in particular,cgrsqswmr,"Tampa, FL",FALSE,557,1239,-0.020555556,0.412222222,pro,pro,pro,positive,
1.18E+18,01-23-2020 18:18,0,Twitter Web App,Personal Blog - The Indian Diplomacy,0,The spat between Mnuchin amp Thunberg again highlighted the tensions over climate change at the WEF in Davos where governments have come under pressure to act on global warming as well as talk about the issueGretaThunberg climate WorldEconomicForum,BlogDiplomacy,"Mumbai, Maharashtra, India",FALSE,5,211,0,0,neutral,neutral,neutral,neutral,
25876092,01-23-2020 13:25,0,Twitter for Android,Lady Rac80 🍗🗽👼🇺🇸🇮🇱🌹,1,Shes a political activist she Can and Should be criticized ClimateChange is a hoax Back when I was 16 it was the coming ice age when my daughter was 16 it was global warming Climate doesnt change that fast,rac80,"Indiana, USA",FALSE,19259,20933,0.05,0.175,anti,anti,anti,negative,
1.15E+18,01-23-2020 12:45,0,Twitter Web App,PlanRadarUK,1,Climate change and global warming are one of the main factors triggering fires all over the world not only forests are exposed to this threat but also our houses and buildingsLets talk about fire resistant materials,PlanRadarUK,"London, United Kingdom",FALSE,49,9,0.055555556,0.444444444,pro,pro,pro,positive,
395401013,01-23-2020 09:52,0,Twitter for iPhone,Boi’d,1,klimaatVeranda climatehysteria debunked1 is not warming and if it were it wouldnt matter2 human contribution to global warming uncertain 03993 increased CO2 is GOOD for planet not bad4 whatever economyruining measures leftists invent it wont change climate,Boi_dBoi_d,"Vancouver, British Columbia",FALSE,424,406,0.233333333,0.233333333,anti,anti,anti,negative,
80876593,01-22-2020 23:13,0,TweetDeck,Laurie Goering,3,Global warming climate change the devastating loss of biodiversity are the greatest threats that humanity has ever faced and one largely of our own creation says Britains Prince Charles at wef in Davos climate,lauriegoering,London,FALSE,3295,323,0.162857143,0.685714286,pro,pro,pro,positive,
15762575,01-22-2020 18:04,2,TweetDeck,Thomson Reuters Foundation News,3,Global warming climate change the devastating loss of biodiversity are the greatest threats that humanity has ever faced and one largely of our own creation says Prince Charles at the WEF2020 in Davos l Climate,TRF_Stories,Global,TRUE,80167,2110,0.162857143,0.685714286,pro,pro,pro,positive,
3412255439,01-22-2020 15:50,1,Twitter Web App,AAAS EPI Center,3,Science indicates climate change will be much more than global warming a warming Arctic destabilizes the polar jet stream weakening the polar vortex and bringing cold snaps climate,AAASEPICenter,"Washington, DC",FALSE,3508,4215,-0.053333333,0.4,neutral,neutral,neutral,neutral,
1513415797,01-22-2020 15:20,1,Twitter Web Client,Will Wade,0,Global warming Sound more dire than climate change via bopinion,willwwade,,FALSE,880,948,0.3,0.3,pro,neutral,neutral,neutral,
1.19E+18,01-22-2020 10:34,0,Twitter for Android,Piers Coke-Wallis,0,Tallinn 20C warmer than this time last year No snow Climate change global warmingestonia tallinn no snow global warm climate change CokePiers,CokePiers,,FALSE,2,0,0.15,0.166666667,neutral,pro,neutral,neutral,
124880527,01-22-2020 09:34,0,Twitter Web Client,Trevor Watt,0,Climate Change Evidence How Do We Know gt Vital Signs of the Planet Global Climate Change and Global Warming How do we know its happening Heres the evidence auspol climate,trevorwattau,"From Brisbane, Australia",FALSE,1180,2264,0.033333333,0.133333333,news,pro,news,positive,
8.85E+17,01-22-2020 03:17,0,Twitter for iPhone,🔋Tesla Opinion🔋,0,Putting my cybercar obsession in contextCloud Loss Because Of Climate Change Could Add A Further 8C Of Global WarmingThis Catastrophic Change Seems To Have Happened Previously 56 million years ago,TeslaOpinion,,FALSE,3742,4007,-0.055555556,0.222222222,neutral,pro,neutral,neutral,
24493890,01-21-2020 17:50,2,Hootsuite Inc.,Tornado Quest,2,Examining the complicated politics of global warming in the USAeven as the toll has become difficult to ignore Conservative States Seek Billions to Brace for Disaster Just Dont Call It Climate Change nytimes climate,TornadoQuest,"Tulsa, OK, USA",FALSE,10217,4668,-0.333333333,0.666666667,pro,neutral,neutral,neutral,
2835419946,01-21-2020 10:01,0,Twitter Web App,Quick Ride,0,CBSNews GretaThunberg GretaThunberg You are not alone In this time of the climate crisis we are making waves of change by letting more than 3 million users to carpool and contribute towards combatting C02 emissions and global warming This is our bit of creating a change DAVOS2020,QuickRidein,India,FALSE,2699,70,0.25,0.25,pro,pro,pro,positive,
